MonthGive,Region,YearsGive,AveDonAmt,LastDonAmt,DonPerYear,NewDonor,Age20t29,Age20t39,Age60pls,Age70pls,Age80pls,AdultAge,SomeUnivP,FinUnivP,hh1t2mem,hh1mem,AveIncEA,DwelValEA,EngPrmLang
No,R2,6,32.5,25,0.333333333,No,0.119815668,0.30875576,0.115207373,0.046082949,0.00921659,43.88157895,0.258503401,0.129251701,0.457142857,0.1,59059,260613,0.697674419
No,R6,3,20,20,0.333333333,No,0.082125604,0.289855073,0.053140097,0.014492754,0.004830918,41.68503937,0.296,0.168,0.306451613,0.129032258,66558,116906,1
No,R2,10,25,25,0.2,No,0.061403509,0.105263158,0.657894737,0.50877193,0.210526316,65.46226415,0.551020408,0.346938776,0.901408451,0.535211268,83098,348550,0.885964912
No,R3,1,10,10,1,No,0.116564417,0.27607362,0.153374233,0.067484663,0.018404908,46.4587156,0.126213592,0.058252427,0.48,0.1,48253,190261,0.928571429
No,R2,10,25,25,0.1,No,0.124087591,0.306569343,0.248175183,0.109489051,0.02189781,48.60176991,0.524271845,0.368932039,0.644067797,0.237288136,68064,472810,0.919708029
No,R5,1,10,10,1,No,0.112903226,0.274193548,0.209677419,0.064516129,0,47.2173913,0.235294118,0.147058824,0.75,0.125,41490,127179,1
No,R5,7,5,5,0.142857143,No,0.078817734,0.266009852,0.197044335,0.098522168,0.024630542,48.33333333,0.105263158,0.015037594,0.5,0.071428571,49219,166901,0.960784314
No,R2,1,10,10,1,No,0.087301587,0.222222222,0.30952381,0.158730159,0.047619048,52.67676768,0.43,0.31,0.719298246,0.350877193,70064,454472,0.6953125
No,R2,5,25,25,0.4,No,0.071428571,0.142857143,0.551020408,0.387755102,0.153061225,61.15957447,0.593023256,0.325581395,0.938461539,0.538461539,59079,544906,1
No,R3,4,3,2,0.75,No,0.068493151,0.109589041,0.561643836,0.397260274,0.150684932,63.12903226,0.072727273,0.036363636,0.902439024,0.585365854,18729,125737,0.942028986
No,R6,6,10,10,0.333333333,No,0.012987013,0.103896104,0.363636364,0.168831169,0.064935065,56.796875,0.3,0.166666667,0.742857143,0.171428571,38285,232355,0.974358974
No,R5,3,2,2,0.333333333,No,0.107526882,0.23655914,0.225806452,0.129032258,0.032258065,49.66176471,0.166666667,0.075757576,0.616438356,0.191780822,43174,128765,0.984126984
No,R2,4,31.66666667,35,0.75,No,0.161971831,0.316901409,0.077464789,0.021126761,0,41.65,0.389473684,0.221052632,0.365853659,0.12195122,54389,519287,0.434482759
No,R3,8,26.25,25,0.5,No,0.041666667,0.175925926,0.166666667,0.092592593,0.023148148,49.35862069,0.482014389,0.330935252,0.442857143,0.157142857,101647,496870,0.995305164
No,R5,9,6,6,0.111111111,No,0.115384615,0.288461539,0.288461539,0.211538462,0.076923077,51.78048781,0.361111111,0.138888889,0.714285714,0.238095238,31160,118609,0.94
No,R2,6,25,25,0.166666667,No,0.132075472,0.316037736,0.056603774,0.018867925,0.004716981,40.96527778,0.442176871,0.25170068,0.347826087,0.057971015,70006,367880,0.788018433
No,R2,6,21.66666667,15,0.5,No,0.204918033,0.483606557,0.073770492,0.032786885,0,39.17171717,0.266666667,0.111111111,0.766666667,0.316666667,33122,119224,0.869918699
No,R1,1,25,25,1,No,0.057591623,0.193717278,0.188481675,0.078534031,0.010471204,49.11538462,0.318181818,0.174242424,0.46031746,0.079365079,64464,200297,0.934010152
No,R5,7,30,30,0.285714286,No,0.077319588,0.159793814,0.381443299,0.19072165,0.030927835,55.61038961,0.278571429,0.15,0.7125,0.1625,44750,147492,0.969072165
No,R5,5,28.33333333,10,0.6,No,0.107692308,0.273846154,0.144615385,0.055384615,0.006153846,45.40807175,0.168269231,0.067307692,0.491071429,0.080357143,46809,151376,0.990712074
No,R5,1,50,50,1,No,0.075829384,0.213270142,0.184834123,0.09478673,0.023696683,48.88,0.376811594,0.246376812,0.534246575,0.178082192,86326,271804,0.990243902
No,R1,1,5,5,1,No,0.079787234,0.276595745,0.20212766,0.10106383,0.031914894,48.45323741,0.131147541,0.032786885,0.534246575,0.205479452,51989,173213,1
No,R1,10,12.5,5,0.2,No,0.064516129,0.193548387,0.239631336,0.092165899,0.01843318,50.7195122,0.126582279,0.069620253,0.62962963,0.222222222,55693,208362,1
No,R3,2,15,10,1.5,No,0.130044843,0.286995516,0.161434978,0.062780269,0.013452915,45.99421965,0.28125,0.1125,0.573170732,0.134146342,65526,209947,0.895927602
No,R5,8,42.81818182,25,1.375,No,0.083769634,0.204188482,0.282722513,0.183246073,0.120418848,53.82978723,0.194915254,0.101694915,0.628571429,0.3,37564,173438,0.884615385
No,R5,4,5,5,0.25,No,0.221374046,0.404580153,0.27480916,0.198473282,0.076335878,47.53571429,0.287037037,0.138888889,0.802816901,0.464788732,36198,158515,0.977272727
No,R1,7,25,25,0.571428571,No,0.097222222,0.180555556,0.291666667,0.152777778,0.027777778,52.25423729,0.349206349,0.142857143,0.853658537,0.463414634,34384,217030,0.947368421
No,R1,4,15,5,1,No,0.075471698,0.188679245,0.452830189,0.188679245,0.037735849,55.5625,0.085106383,0,0.9,0.433333333,25423,53082,0.963636364
No,R1,2,5,5,0.5,No,0.1,0.255555556,0.277777778,0.133333333,0.033333333,50.46308725,0.26119403,0.171641791,0.717647059,0.247058824,53384,196117,0.972677596
No,R2,6,16.66666667,10,0.5,No,0.128078818,0.251231527,0.236453202,0.123152709,0.054187192,49.41025641,0.286713287,0.13986014,0.493150685,0.356164384,37792,410801,0.426470588
No,R3,1,20,20,1,No,0.059633028,0.201834862,0.26146789,0.133027523,0.036697248,51.54819277,0.280821918,0.130136986,0.51948052,0.155844156,72178,271919,0.967441861
No,R2,1,15,15,1,No,0.189189189,0.331081081,0.135135135,0.060810811,0.02027027,43.88990826,0.146788991,0.073394495,0.210526316,0.078947368,60073,494175,0.506666667
No,R5,6,11,20,0.333333333,No,0.106719368,0.276679842,0.102766798,0.039525692,0.007905138,44.08928571,0.176470588,0.078431373,0.465116279,0.209302326,71016,119191,0.984126984
No,R6,3,5,5,0.333333333,No,0.082125604,0.289855073,0.053140097,0.014492754,0.004830918,41.68503937,0.296,0.168,0.306451613,0.129032258,66558,116906,1
No,R5,1,10,10,1,No,0.079365079,0.206349206,0.306878307,0.190476191,0.052910053,53.64028777,0.140740741,0.059259259,0.703703704,0.24691358,38030,139009,0.912371134
No,R5,7,10,10,0.142857143,No,0.12631579,0.278947368,0.205263158,0.121052632,0.057894737,48.39552239,0.076923077,0.038461539,0.507692308,0.215384615,41736,135777,0.870967742
No,R5,2,7,7,0.5,No,0.071428571,0.214285714,0.163265306,0.06122449,0.010204082,48.10958904,0.136986301,0.04109589,0.6,0.171428571,48470,172974,1
No,R5,3,5,5,0.333333333,No,0.136986301,0.369863014,0.109589041,0.02739726,0,41.90196078,0,0,0.518518519,0.222222222,39901,0,0.973684211
No,R2,2,50,50,0.5,No,0.160583942,0.364963504,0.204379562,0.080291971,0.00729927,46.38461539,0.473214286,0.330357143,0.835616438,0.315068493,69395,220589,0.927007299
No,R1,2,30,10,1,No,0.036585366,0.146341463,0.414634146,0.207317073,0.036585366,56.74626866,0.362068966,0.172413793,0.732394366,0.211267606,45491,221133,0.969879518
No,R5,9,10,10,0.111111111,No,0.091703057,0.270742358,0.061135371,0.030567686,0.008733625,42.8630137,0.258992806,0.122302158,0.328571429,0.085714286,71335,161299,1
No,R2,1,100,100,1,No,0.167630058,0.329479769,0.144508671,0.069364162,0.034682081,44.28125,0.355371901,0.165289256,0.53968254,0.26984127,56964,396464,0.859649123
No,R5,6,40,40,0.166666667,No,0.102362205,0.251968504,0.220472441,0.102362205,0.023622047,48.79569893,0.136363636,0,0.489361702,0.085106383,45066,133714,0.952755906
No,R4,3,5,5,0.333333333,No,0.150793651,0.325396825,0.031746032,0.011904762,0,39.51592357,0.26,0.12,0.407407407,0.098765432,61087,143286,0.901960784
No,R4,2,71.82,71.82,0.5,No,0.155172414,0.379310345,0.068965517,0.017241379,0,39.63157895,0.138888889,0.083333333,0.571428571,0.333333333,31722,46840,0.821428571
No,R2,2,50,50,0.5,No,0.095238095,0.207792208,0.199134199,0.116883117,0.03030303,49.37575758,0.493670886,0.348101266,0.474358974,0.17948718,84183,563028,0.826086957
No,R2,11,30,30,0.090909091,No,0.203389831,0.474576271,0.161016949,0.076271186,0.025423729,42.5,0.242105263,0.094736842,0.904109589,0.534246575,31420,118060,0.777777778
No,R5,5,7.5,5,0.4,No,0.090909091,0.224598931,0.342245989,0.165775401,0.037433155,53.19736842,0.164473684,0.013157895,0.78021978,0.307692308,30015,116867,0.978947368
No,R1,3,35,35,0.333333333,No,0.160377359,0.330188679,0.481132076,0.377358491,0.179245283,55.92,0.408602151,0.290322581,0.947368421,0.671052632,27515,140062,0.990291262
No,R1,10,10,10,0.1,No,0.149425287,0.33908046,0.028735632,0,0,39.24299065,0.229166667,0.135416667,0.423728814,0.169491525,63925,104889,0.972067039
No,R5,5,14,14,0.2,No,0.082758621,0.248275862,0.2,0.096551724,0.034482759,48.75247525,0.144329897,0.06185567,0.677419355,0.370967742,30685,95822,0.97260274
No,R5,1,5,5,1,No,0.126373626,0.274725275,0.17032967,0.093406593,0.032967033,47.32061069,0.163934426,0.073770492,0.657534247,0.246575343,49213,135048,0.994505495
No,R2,2,5,5,0.5,No,0.18627451,0.343137255,0.142156863,0.102941177,0.039215686,44.42307692,0.656441718,0.447852761,0.558441558,0.233766234,65004,456801,0.81372549
No,R4,2,10,10,0.5,No,0.1375,0.325,0.0625,0.0125,0,39.77777778,0.08,0.04,0.304347826,0.086956522,36214,0,0.960526316
No,R1,8,14,14,0.25,No,0.11627907,0.297674419,0.130232558,0.051162791,0.013953488,44.68874172,0.173913044,0.094202899,0.465753425,0.082191781,59650,183939,0.99537037
No,R5,1,20,20,1,No,0.033333333,0.122222222,0.422222222,0.177777778,0.022222222,57.07894737,0.146666667,0.026666667,0.846153846,0.205128205,36417,119084,0.966292135
No,R6,2,5,5,0.5,No,0.164285714,0.314285714,0.221428571,0.15,0.057142857,47.72222222,0.362068966,0.267241379,0.75,0.397058824,37794,162405,0.985714286
No,R6,1,5,5,1,No,0.083333333,0.191666667,0.391666667,0.258333333,0.116666667,56.53608247,0.21978022,0.10989011,0.828125,0.453125,27597,114016,0.983193277
No,R1,2,25,25,0.5,No,0.151111111,0.373333333,0.048888889,0.013333333,0,39.44966443,0.165467626,0.064748201,0.53164557,0.227848101,54558,108613,0.990990991
No,R5,9,50,50,0.111111111,No,0.065502183,0.205240175,0.253275109,0.11790393,0.017467249,51.30726257,0.295180723,0.132530121,0.586206897,0.126436782,67650,283254,0.951327434
No,R5,3,30,30,0.333333333,No,0.083769634,0.204188482,0.282722513,0.183246073,0.120418848,53.82978723,0.194915254,0.101694915,0.628571429,0.3,37564,173438,0.884615385
No,R2,3,13.33333333,10,1,No,0.171548117,0.305439331,0.171548117,0.075313808,0.016736402,45.52197802,0.303030303,0.163636364,0.388888889,0.097222222,62505,418465,0.656779661
No,R1,9,15,10,0.222222222,No,0.04137931,0.172413793,0.331034483,0.137931035,0.013793103,53.47154472,0.310344828,0.181034483,0.764705882,0.176470588,49565,267456,0.966442953
No,R2,2,4,4,0.5,No,0.121827411,0.370558376,0.081218274,0.030456853,0.005076142,40.77777778,0.191304348,0.060869565,0.349206349,0,56745,195665,0.94949495
No,R2,2,20,20,0.5,No,0.161290323,0.35483871,0.09139785,0.021505376,0,41.26356589,0.349206349,0.246031746,0.301886793,0.094339623,61646,317413,0.582417582
No,R2,1,10,10,1,No,0.129186603,0.28708134,0.09569378,0.038277512,0.004784689,43.37931035,0.427586207,0.282758621,0.283333333,0.133333333,77972,424483,0.653658537
No,R2,7,3.5,2,0.285714286,No,0.136882129,0.266159696,0.144486692,0.057034221,0.003802281,45.24864865,0.296511628,0.13372093,0.375,0.1,67291,307749,0.816091954
No,R2,7,11.25,20,0.571428571,No,0.123931624,0.260683761,0.08974359,0.025641026,0.004273504,43.75625,0.375,0.223684211,0.402777778,0.111111111,78531,267282,0.965367965
No,R5,2,13.33333333,15,1.5,No,0.050925926,0.208333333,0.134259259,0.064814815,0.018518519,47.77777778,0.322147651,0.187919463,0.51948052,0.194805195,49376,222487,0.98173516
No,R1,1,20,20,1,No,0.094059406,0.202970297,0.222772277,0.158415842,0.069306931,51.1409396,0.608108108,0.405405405,0.597560976,0.219512195,64290,319338,0.96039604
No,R1,4,15,10,0.5,No,0.063291139,0.189873418,0.227848101,0.113924051,0.018987342,51,0.309090909,0.254545455,0.571428571,0.142857143,62776,247296,0.987096774
No,R2,9,82,100,0.555555556,No,0.145454546,0.268181818,0.209090909,0.1,0.040909091,48.04678363,0.37037037,0.191358025,0.506329114,0.265822785,95075,374613,0.828054299
No,R1,4,4.5,5,0.5,No,0.103305785,0.276859504,0.20661157,0.095041322,0.02892562,47.94767442,0.137931035,0.062068966,0.534883721,0.11627907,46886,139735,0.965665236
No,R5,5,5,5,0.2,No,0.068421053,0.294736842,0.084210526,0.036842105,0.005263158,43.52542373,0.14953271,0.028037383,0.396551724,0.051724138,50107,148649,0.989417989
No,R3,1,10,10,1,No,0.086486487,0.183783784,0.227027027,0.113513514,0.021621622,50.56521739,0.372413793,0.213793103,0.462686567,0.119402985,73564,371820,0.920634921
No,R4,3,5,5,0.333333333,No,0.133802817,0.281690141,0.197183099,0.091549296,0.021126761,47.57142857,0.053763441,0.032258065,0.677966102,0.355932203,43657,83256,0.891304348
No,R5,9,5,5,0.111111111,No,0.143968872,0.322957198,0.13229572,0.062256809,0.019455253,44.13661202,0.150289017,0.052023121,0.528089888,0.101123596,45390,152707,0.920634921
No,R4,8,37.5,25,0.25,No,0.093645485,0.307692308,0.050167224,0.013377926,0,40.78378378,0.192090396,0.073446328,0.298850575,0.057471264,73443,162157,0.973063973
No,R2,3,5,5,0.333333333,No,0.099137931,0.301724138,0.077586207,0.030172414,0.004310345,42.07692308,0.206349206,0.095238095,0.352941177,0.102941177,59985,213075,0.868995633
No,R2,8,10,10,0.125,No,0.114754098,0.270491803,0.196721312,0.098360656,0.024590164,47.33695652,0.172043011,0.053763441,0.6,0.2,62635,650438,0.856
No,R3,1,10,10,1,No,0.107142857,0.294642857,0.09375,0.049107143,0.013392857,43.52702703,0.138686131,0.051094891,0.375,0.078125,62317,229235,0.995412844
No,R3,5,46,25,1,No,0.170731707,0.347560976,0.134146342,0.06097561,0.012195122,42.86486487,0.195876289,0.103092784,0.386363636,0.090909091,68782,218164,0.769736842
No,R5,5,1.9,1.9,0.2,No,0.029761905,0.130952381,0.422619048,0.18452381,0.035714286,57.04964539,0.21969697,0.083333333,0.712328767,0.109589041,40583,194791,0.964285714
No,R2,2,37.5,25,1,No,0.142241379,0.323275862,0.11637931,0.047413793,0.012931035,43.28654971,0.454545455,0.236363636,0.347222222,0.097222222,48154,333051,0.465811966
No,R4,4,5,5,0.25,No,0.137254902,0.367647059,0.029411765,0.009803922,0,38.91176471,0.474820144,0.28057554,0.472222222,0.097222222,76694,198235,0.931707317
No,R3,1,5,5,1,No,0.121794872,0.320512821,0.17948718,0.08974359,0.025641026,46.27826087,0.122641509,0.066037736,0.50877193,0.192982456,54017,166928,0.935064935
No,R5,10,5,5,0.1,No,0.029761905,0.130952381,0.422619048,0.18452381,0.035714286,57.04964539,0.21969697,0.083333333,0.712328767,0.109589041,40583,194791,0.964285714
No,R2,2,10,10,0.5,No,0.242718447,0.378640777,0.126213592,0.077669903,0.048543689,42.95121951,0.658227848,0.594936709,0.513513514,0.297297297,68081,580336,0.823529412
No,R2,10,10,10,0.1,No,0.091503268,0.235294118,0.111111111,0.026143791,0.006535948,45.43809524,0.404040404,0.313131313,0.369565217,0.108695652,82603,378493,0.939597315
No,R2,2,5,5,0.5,No,0.171597633,0.426035503,0.118343195,0.041420118,0,41.88888889,0.302521008,0.168067227,0.643835616,0.246575343,56514,167721,0.843373494
No,R3,7,150,250,0.285714286,No,0.2,0.357142857,0.242857143,0.157142857,0.057142857,46.94736842,0.170731707,0.12195122,0.838709677,0.419354839,24644,178826,0.950819672
No,R3,3,10,10,0.333333333,No,0.164102564,0.38974359,0.061538462,0.015384615,0.01025641,39.62307692,0.262295082,0.147540984,0.350877193,0.140350877,45369,198299,0.643617021
No,R1,2,25,25,0.5,No,0.072625698,0.167597765,0.296089386,0.156424581,0.044692737,53.34965035,0.656934307,0.518248175,0.628571429,0.214285714,90570,410297,0.977777778
No,R5,3,5,5,0.333333333,No,0.140350877,0.328947368,0.100877193,0.039473684,0.00877193,42.47333333,0.125827815,0.046357616,0.460526316,0.092105263,50216,129902,0.968888889
No,R1,11,7.5,10,0.181818182,No,0.063492064,0.190476191,0.285714286,0.111111111,0,52.10204082,0.264150943,0.132075472,0.636363636,0.090909091,63761,267346,0.949152542
No,R2,13,50,50,0.153846154,No,0.259259259,0.527777778,0.194444444,0.12962963,0.064814815,43.33,0.567010309,0.340206186,0.96,0.64,45388,279076,0.900900901
No,R2,11,22.5,20,0.363636364,No,0.183962264,0.325471698,0.132075472,0.070754717,0.028301887,43.99382716,0.591194969,0.358490566,0.48,0.226666667,73564,555029,0.799043062
No,R5,1,5,5,1,No,0.127777778,0.272222222,0.322222222,0.2,0.05,51.55844156,0.131034483,0.055172414,0.846938776,0.408163265,31171,126837,0.955307263
No,R5,6,4,4,0.166666667,No,0.073298429,0.183246073,0.240837696,0.104712042,0.015706806,51.06293706,0.315789474,0.157894737,0.6,0.1,58772,226135,0.92631579
No,R1,2,12,12,0.5,No,0.071428571,0.178571429,0.264285714,0.142857143,0.028571429,51.83185841,0.386792453,0.235849057,0.74137931,0.24137931,37461,242400,0.985714286
No,R3,7,11.66666667,5,0.428571429,No,0.118518519,0.244444444,0.155555556,0.059259259,0.014814815,47.01010101,0.476190476,0.357142857,0.441860465,0.11627907,90643,460575,0.913043478
No,R4,5,20,20,0.2,No,0.170854271,0.331658292,0.095477387,0.060301508,0.035175879,42.26190476,0.201754386,0.131578947,0.507042254,0.211267606,44473,94039,0.943589744
No,R4,2,5,5,0.5,No,0.12890625,0.296875,0.1328125,0.0546875,0.01171875,44.36046512,0.184713376,0.133757962,0.452380952,0.178571429,57253,129087,0.988
No,R2,12,24,25,0.416666667,No,0.161904762,0.266666667,0.176190476,0.114285714,0.038095238,46.72258065,0.558282209,0.312883436,0.344262295,0.114754098,62292,711484,0.497674419
No,R2,5,25,20,0.4,No,0.074324324,0.243243243,0.358108108,0.243243243,0.081081081,54.48387097,0.316239316,0.17948718,0.728571429,0.385714286,40068,207976,0.472972973
No,R5,3,5,5,0.333333333,No,0.18487395,0.352941177,0.092436975,0.025210084,0,41.3452381,0.168674699,0.036144578,0.463414634,0.195121951,45920,223786,0.95
No,R1,7,10,10,0.142857143,No,0.136054422,0.319727891,0.12244898,0.074829932,0.020408163,44.10476191,0.268518519,0.157407407,0.681818182,0.318181818,37780,138822,0.93877551
No,R2,9,50,50,0.111111111,No,0.130952381,0.273809524,0.214285714,0.107142857,0.023809524,47.875,0.262295082,0.114754098,0.448275862,0.206896552,36127,330130,0.157303371
No,R5,5,5,5,0.2,No,0.094117647,0.288235294,0.170588235,0.088235294,0.023529412,46.85,0.26446281,0.090909091,0.508474576,0.152542373,53393,149593,0.965116279
No,R3,5,25,25,0.2,No,0.126530612,0.314285714,0.110204082,0.036734694,0.008163265,42.96875,0.232258065,0.090322581,0.292307692,0.030769231,56735,285749,0.722891566
No,R3,10,42.85714286,50,0.7,No,0.256410256,0.393162393,0.401709402,0.230769231,0.025641026,49.57009346,0.22826087,0.076086957,0.870967742,0.225806452,39757,146487,0.966386555
No,R1,8,100,100,0.375,No,0.103896104,0.24025974,0.266233766,0.188311688,0.058441558,51.1300813,0.491803279,0.344262295,0.640625,0.296875,52227,302425,0.941558442
No,R3,1,5,5,1,No,0,0.037037037,0.703703704,0.395061728,0.098765432,65.2125,0.059701493,0,0.955555556,0.333333333,27971,0,0.987179487
No,R6,9,20,20,0.222222222,No,0.093333333,0.266666667,0.16,0.073333333,0.026666667,47.25,0.1,0.022222222,0.509090909,0.145454546,47727,232315,0.993197279
No,R1,7,22.5,20,0.285714286,No,0.105820106,0.291005291,0.105820106,0.052910053,0.010582011,44.04545455,0.28030303,0.128787879,0.46875,0.125,58912,238621,0.915789474
No,R5,5,5.25,5,0.8,No,0.065502183,0.205240175,0.253275109,0.11790393,0.017467249,51.30726257,0.295180723,0.132530121,0.586206897,0.126436782,67650,283254,0.951327434
No,R2,5,17.5,10,0.4,No,0.077348066,0.281767956,0.165745856,0.071823204,0.011049724,46.55462185,0.17699115,0.088495575,0.5,0.177419355,44997,200821,0.961111111
No,R6,3,4,4,0.333333333,No,0.097297297,0.275675676,0.178378378,0.07027027,0.016216216,46.82962963,0.209302326,0.093023256,0.64,0.173333333,45341,165010,0.994652406
No,R5,10,2,2,0.1,No,0.128078818,0.275862069,0.187192118,0.103448276,0.02955665,47.15277778,0.179104478,0.044776119,0.540540541,0.175675676,42236,153108,0.965
No,R5,7,5,5,0.142857143,No,0.118644068,0.265536723,0.248587571,0.129943503,0.028248588,49.08759124,0.2890625,0.1640625,0.67948718,0.294871795,59177,127824,0.943502825
